model_id,country_iso3,pilot_id,slot_id,domain,task,language,replicate_idx,venue,latency_ms,prompt_tokens,response_tokens,finish_reason,primary_task_score,factual_accuracy,contextual_completeness,citation_quality,calibration,absence_of_hallucination,composite
gemini_flash,BRA,BRA_P04,P04,D2,T2,en,0,gemini_free,5017,58,32,max_tokens,0.13405405405405407,0.3938378378378378,0.13405405405405407,0.06702702702702704,0.5,1.0,0.38671891891891885
gemini_flash,BRA,BRA_P04,P04,D2,T2,en,1,gemini_free,4469,58,32,max_tokens,0.18810810810810813,0.43167567567567566,0.18810810810810813,0.09405405405405406,0.5,1.0,0.4156378378378378
gemini_flash,BRA,BRA_P05,P05,D1,T3,en,0,gemini_free,5256,39,31,max_tokens,0.4678260869565217,0.6274782608695652,0.4678260869565217,0.23391304347826086,0.5,1.0,0.5652869565217391
gemini_flash,BRA,BRA_P05,P05,D1,T3,en,1,gemini_free,5121,39,31,max_tokens,0.3808695652173913,0.5666086956521739,0.3808695652173913,0.19043478260869565,0.5,1.0,0.5187652173913043
gemini_flash,BRA,BRA_P06,P06,D3,T3,en,0,gemini_free,4895,42,30,max_tokens,0.4126829268292683,0.5888780487804878,0.4126829268292683,0.20634146341463416,0.5,1.0,0.5357853658536585
gemini_flash,BRA,BRA_P06,P06,D3,T3,en,1,gemini_free,5083,42,30,max_tokens,0.4126829268292683,0.5888780487804878,0.4126829268292683,0.20634146341463416,0.5,1.0,0.5357853658536585
gemini_flash,BRA,BRA_P07,P07,D1,T4,en,0,gemini_free,5217,52,32,max_tokens,0.19256410256410258,0.43479487179487175,0.09628205128205129,0.19256410256410258,0.5,1.0,0.40839358974358975
gemini_flash,BRA,BRA_P07,P07,D1,T4,en,1,gemini_free,5076,52,30,max_tokens,0.22675213675213676,0.4587264957264957,0.11337606837606838,0.22675213675213676,0.5,1.0,0.42497478632478636
gemini_flash,BRA,BRA_P08,P08,D3,T4,en,0,gemini_free,5026,30,31,max_tokens,0.09,0.363,0.045,0.09,0.5,1.0,0.35865
gemini_flash,BRA,BRA_P08,P08,D3,T4,en,1,gemini_free,6646,30,31,max_tokens,0.09,0.363,0.045,0.09,0.5,1.0,0.35865
gemini_flash,BRA,BRA_P09,P09,D2,T5,en,0,gemini_free,4912,62,31,max_tokens,1.0,1.0,0.5,0.5,1.0,1.0,0.8
gemini_flash,BRA,BRA_P09,P09,D2,T5,en,1,gemini_free,4914,62,32,max_tokens,0.25,0.43,0.125,0.125,0.25,0.85,0.344
gemini_flash,BRA,BRA_P10,P10,D1,T5,en,0,gemini_free,5171,51,32,max_tokens,0.25,0.475,0.125,0.125,0.25,1.0,0.38
gemini_flash,BRA,BRA_P10,P10,D1,T5,en,1,gemini_free,4862,51,31,max_tokens,0.0,0.3,0.0,0.0,0.0,1.0,0.24
gemini_flash,NGA,NGA_P01,P01,D1,T1,en,0,gemini_free,5118,40,30,max_tokens,1.0,1.0,0.5,0.5,0.5,1.0,0.725
gemini_flash,NGA,NGA_P01,P01,D1,T1,en,1,gemini_free,5018,40,32,max_tokens,1.0,1.0,0.5,0.5,0.5,1.0,0.725
gemini_flash,NGA,NGA_P02,P02,D3,T1,en,0,gemini_free,5032,43,29,max_tokens,0.24242424242424243,0.24242424242424243,0.12121212121212122,0.12121212121212122,0.5,1.0,0.3462121212121212
gemini_flash,NGA,NGA_P02,P02,D3,T1,en,1,gemini_free,5206,43,32,max_tokens,0.42424242424242425,0.42424242424242425,0.21212121212121213,0.21212121212121213,0.5,1.0,0.43712121212121213
gemini_flash,NGA,NGA_P03,P03,D1,T2,en,0,gemini_free,4917,42,30,max_tokens,0.38232558139534883,0.5676279069767441,0.38232558139534883,0.19116279069767442,0.5,1.0,0.5195441860465116
gemini_flash,NGA,NGA_P03,P03,D1,T2,en,1,gemini_free,5015,42,31,max_tokens,0.38232558139534883,0.5676279069767441,0.38232558139534883,0.19116279069767442,0.5,1.0,0.5195441860465116
gemini_flash,NGA,NGA_P04,P04,D2,T2,en,0,gemini_free,5017,58,32,max_tokens,0.2875471698113208,0.5012830188679245,0.2875471698113208,0.1437735849056604,0.5,1.0,0.46883773584905664
gemini_flash,NGA,NGA_P04,P04,D2,T2,en,1,gemini_free,4839,58,31,max_tokens,0.30641509433962266,0.5144905660377359,0.30641509433962266,0.15320754716981133,0.5,1.0,0.47893207547169814
gemini_flash,NGA,NGA_P05,P05,D1,T3,en,0,gemini_free,4784,39,30,max_tokens,0.508888888888889,0.6562222222222223,0.508888888888889,0.2544444444444445,0.5,1.0,0.5872555555555555
gemini_flash,NGA,NGA_P05,P05,D1,T3,en,1,gemini_free,4751,39,32,max_tokens,0.6844444444444444,0.7791111111111111,0.6844444444444444,0.3422222222222222,0.5,1.0,0.6811777777777778
gemini_flash,NGA,NGA_P06,P06,D3,T3,en,0,gemini_free,5180,42,29,max_tokens,0.5547826086956522,0.6883478260869564,0.5547826086956522,0.2773913043478261,0.5,1.0,0.6118086956521739
gemini_flash,NGA,NGA_P06,P06,D3,T3,en,1,gemini_free,5089,42,32,max_tokens,0.5547826086956522,0.6883478260869564,0.5547826086956522,0.2773913043478261,0.5,1.0,0.6118086956521739
gemini_flash,NGA,NGA_P07,P07,D1,T4,en,0,gemini_free,4797,52,29,max_tokens,0.2541025641025641,0.4778717948717949,0.12705128205128205,0.2541025641025641,0.5,1.0,0.4382397435897436
gemini_flash,NGA,NGA_P07,P07,D1,T4,en,1,gemini_free,5575,52,32,max_tokens,0.21307692307692308,0.4491538461538461,0.10653846153846154,0.21307692307692308,0.5,1.0,0.4183423076923076
gemini_flash,NGA,NGA_P08,P08,D3,T4,en,0,gemini_free,5014,30,30,max_tokens,0.33806201550387593,0.5366434108527132,0.16903100775193797,0.33806201550387593,0.5,1.0,0.47896007751937986
gemini_flash,NGA,NGA_P08,P08,D3,T4,en,1,gemini_free,5324,30,31,max_tokens,0.24503875968992248,0.4715271317829457,0.12251937984496124,0.24503875968992248,0.5,1.0,0.4338437984496124
gemini_flash,NGA,NGA_P09,P09,D2,T5,en,0,gemini_free,4914,62,30,max_tokens,0.65,0.7549999999999999,0.325,0.325,0.65,1.0,0.604
gemini_flash,NGA,NGA_P09,P09,D2,T5,en,1,gemini_free,4709,62,31,max_tokens,0.0,0.3,0.0,0.0,0.0,1.0,0.24
gemini_flash,NGA,NGA_P10,P10,D1,T5,en,0,gemini_free,4562,51,29,max_tokens,0.25,0.475,0.125,0.125,0.25,1.0,0.38
gemini_flash,NGA,NGA_P10,P10,D1,T5,en,1,gemini_free,4654,51,31,max_tokens,0.65,0.7549999999999999,0.325,0.325,0.65,1.0,0.604
gemini_flash,IND,IND_P01,P01,D1,T1,en,0,gemini_free,4299,40,52,stop,1.0,1.0,0.5,0.5,0.5,1.0,0.725
gemini_flash,IND,IND_P01,P01,D1,T1,en,1,gemini_free,3978,40,66,stop,1.0,1.0,0.5,0.5,0.5,1.0,0.725
gemini_flash,IND,IND_P02,P02,D3,T1,en,0,gemini_free,5393,43,31,max_tokens,0.7751937984496123,0.7751937984496123,0.38759689922480617,0.38759689922480617,0.5,1.0,0.6125968992248062
gemini_flash,IND,IND_P02,P02,D3,T1,en,1,gemini_free,4939,43,30,max_tokens,0.6201550387596899,0.6201550387596899,0.31007751937984496,0.31007751937984496,0.5,1.0,0.5350775193798449
gemini_flash,IND,IND_P03,P03,D1,T2,en,0,gemini_free,5142,42,31,max_tokens,0.33581395348837206,0.5350697674418604,0.33581395348837206,0.16790697674418603,0.5,1.0,0.49466046511627904
gemini_flash,IND,IND_P03,P03,D1,T2,en,1,gemini_free,5631,42,29,max_tokens,0.33581395348837206,0.5350697674418604,0.33581395348837206,0.16790697674418603,0.5,1.0,0.49466046511627904
gemini_flash,IND,IND_P04,P04,D2,T2,en,0,gemini_free,5017,58,31,max_tokens,0.27565217391304353,0.49295652173913046,0.27565217391304353,0.13782608695652177,0.5,1.0,0.4624739130434783
gemini_flash,IND,IND_P04,P04,D2,T2,en,1,gemini_free,5269,58,31,max_tokens,0.2973913043478261,0.5081739130434783,0.2973913043478261,0.14869565217391306,0.5,1.0,0.4741043478260869
gemini_flash,IND,IND_P05,P05,D1,T3,en,0,gemini_free,5013,39,30,max_tokens,0.36324324324324325,0.5542702702702702,0.36324324324324325,0.18162162162162163,0.5,1.0,0.5093351351351351
gemini_flash,IND,IND_P05,P05,D1,T3,en,1,gemini_free,4810,39,32,max_tokens,0.36324324324324325,0.5542702702702702,0.36324324324324325,0.18162162162162163,0.5,1.0,0.5093351351351351
gemini_flash,IND,IND_P06,P06,D3,T3,en,0,gemini_free,5031,42,29,max_tokens,0.6483018867924528,0.7538113207547169,0.6483018867924528,0.3241509433962264,0.5,1.0,0.6618415094339622
gemini_flash,IND,IND_P06,P06,D3,T3,en,1,gemini_free,4895,42,31,max_tokens,0.6483018867924528,0.7538113207547169,0.6483018867924528,0.3241509433962264,0.5,1.0,0.6618415094339622
gemini_flash,IND,IND_P07,P07,D1,T4,en,0,gemini_free,4795,52,29,max_tokens,0.3016402116402117,0.5111481481481481,0.15082010582010585,0.3016402116402117,0.5,1.0,0.4612955026455027
gemini_flash,IND,IND_P07,P07,D1,T4,en,1,gemini_free,5002,52,32,max_tokens,0.1534920634920635,0.40744444444444444,0.07674603174603176,0.1534920634920635,0.5,1.0,0.38944365079365084
gemini_flash,IND,IND_P08,P08,D3,T4,en,0,gemini_free,4907,30,32,max_tokens,0.288581560283688,0.5020070921985815,0.144290780141844,0.288581560283688,0.5,1.0,0.4549620567375886
gemini_flash,IND,IND_P08,P08,D3,T4,en,1,gemini_free,5904,30,29,max_tokens,0.2602127659574468,0.4821489361702127,0.1301063829787234,0.2602127659574468,0.5,1.0,0.4412031914893617
gemini_flash,IND,IND_P09,P09,D2,T5,en,0,gemini_free,4675,62,30,max_tokens,0.0,0.3,0.0,0.0,0.0,1.0,0.24
gemini_flash,IND,IND_P09,P09,D2,T5,en,1,gemini_free,4551,62,32,max_tokens,0.6,0.72,0.3,0.3,0.6,1.0,0.576
gemini_flash,IND,IND_P10,P10,D1,T5,en,0,gemini_free,4629,51,31,max_tokens,1.0,1.0,0.5,0.5,1.0,1.0,0.8
gemini_flash,IND,IND_P10,P10,D1,T5,en,1,gemini_free,4416,51,31,max_tokens,0.0,0.3,0.0,0.0,0.0,1.0,0.24
gemini_flash,USA,USA_P01,P01,D1,T1,en,0,gemini_free,5002,42,30,max_tokens,0.9302325581395349,0.9302325581395349,0.46511627906976744,0.46511627906976744,0.5,1.0,0.6901162790697675
gemini_flash,USA,USA_P01,P01,D1,T1,en,1,gemini_free,5436,42,30,max_tokens,0.8527131782945736,0.8527131782945736,0.4263565891472868,0.4263565891472868,0.5,1.0,0.6513565891472868
gemini_flash,USA,USA_P02,P02,D3,T1,en,0,gemini_free,5211,45,31,max_tokens,0.44025157232704404,0.44025157232704404,0.22012578616352202,0.22012578616352202,0.5,1.0,0.44512578616352205
gemini_flash,USA,USA_P02,P02,D3,T1,en,1,gemini_free,4879,45,30,max_tokens,0.37735849056603776,0.37735849056603776,0.18867924528301888,0.18867924528301888,0.5,1.0,0.4136792452830189
gemini_flash,USA,USA_P03,P03,D1,T2,en,0,gemini_free,4846,44,224,stop,1.0,1.0,1.0,0.5,0.5,1.0,0.85
gemini_flash,USA,USA_P03,P03,D1,T2,en,1,gemini_free,5222,44,68,max_tokens,0.6486021505376344,0.7540215053763439,0.6486021505376344,0.3243010752688172,0.5,1.0,0.6620021505376343
gemini_flash,USA,USA_P04,P04,D2,T2,en,0,gemini_free,4763,60,30,max_tokens,0.24842105263157896,0.47389473684210526,0.24842105263157896,0.12421052631578948,0.5,1.0,0.4479052631578947
gemini_flash,USA,USA_P04,P04,D2,T2,en,1,gemini_free,5114,60,29,max_tokens,0.18526315789473685,0.4296842105263158,0.18526315789473685,0.09263157894736843,0.5,1.0,0.4141157894736842
gemini_flash,USA,USA_P05,P05,D1,T3,en,0,gemini_free,5172,41,29,max_tokens,0.2812903225806452,0.49690322580645163,0.2812903225806452,0.1406451612903226,0.5,1.0,0.46549032258064515
gemini_flash,USA,USA_P05,P05,D1,T3,en,1,gemini_free,4986,41,31,max_tokens,0.44258064516129036,0.6098064516129031,0.44258064516129036,0.22129032258064518,0.5,1.0,0.5517806451612903
gemini_flash,USA,USA_P06,P06,D3,T3,en,0,gemini_free,5355,44,31,max_tokens,0.5337931034482759,0.6736551724137931,0.5337931034482759,0.26689655172413795,0.5,1.0,0.6005793103448276
gemini_flash,USA,USA_P06,P06,D3,T3,en,1,gemini_free,4989,44,31,max_tokens,0.5337931034482759,0.6736551724137931,0.5337931034482759,0.26689655172413795,0.5,1.0,0.6005793103448276
gemini_flash,USA,USA_P07,P07,D1,T4,en,0,gemini_free,4831,54,32,max_tokens,0.19256410256410258,0.43479487179487175,0.09628205128205129,0.19256410256410258,0.5,1.0,0.40839358974358975
gemini_flash,USA,USA_P07,P07,D1,T4,en,1,gemini_free,6261,54,30,max_tokens,0.19256410256410258,0.43479487179487175,0.09628205128205129,0.19256410256410258,0.5,1.0,0.40839358974358975
gemini_flash,USA,USA_P08,P08,D3,T4,en,0,gemini_free,5217,32,31,max_tokens,0.14925925925925926,0.40448148148148144,0.07462962962962963,0.14925925925925926,0.5,1.0,0.38739074074074076
gemini_flash,USA,USA_P08,P08,D3,T4,en,1,gemini_free,4911,32,30,max_tokens,0.20851851851851852,0.44596296296296295,0.10425925925925926,0.20851851851851852,0.5,1.0,0.4161314814814815
gemini_flash,USA,USA_P09,P09,D2,T5,en,0,gemini_free,4559,64,32,max_tokens,0.0,0.3,0.0,0.0,0.0,1.0,0.24
gemini_flash,USA,USA_P09,P09,D2,T5,en,1,gemini_free,4994,64,31,max_tokens,1.0,1.0,0.5,0.5,1.0,1.0,0.8
gemini_flash,USA,USA_P10,P10,D1,T5,en,0,gemini_free,4752,53,32,max_tokens,0.65,0.7549999999999999,0.325,0.325,0.65,1.0,0.604
gemini_flash,USA,USA_P10,P10,D1,T5,en,1,gemini_free,4738,53,30,max_tokens,0.65,0.7549999999999999,0.325,0.325,0.65,1.0,0.604
